0101,8
0102,9
0103,10
0201,12
0202,14
0203,16
0204,18
0301,21
0302,23
0303,25
0304,26
0305,27
0306,28
0307,29
0401,32
0402,33
0403,34
0404,36
0501,38
0604,39
0601,41
0602,42
0603,43
0701,45
0702,46
0801|0802,48
0803|0804,49
0809,50
0810,51
0901|0902|0903|0904|0905|0906,53
1001,55
1002,56
1003,57
1004,58
1005,59
1006,60
1007,61
1008,62
1009,63
1101,65
1102,66
1103,67
1104,68
1105,70
1106,71
1107,72
1108,73
1109,74
1110,75
1201,77
1202,78
1203,79
1204,80
1205,81
1206,82
1207,83
